age,gender,course,semester,study_hours,sleep_hours,assignment_pressure,exam_pressure,attendance_stress,screen_time_hours,stress_level,anxiety_level,exercise_frequency,socializing_frequency,emotionally_exhausted,lost_motivation,support_level,mentally_drained_frequency,difficulty_concentrating,weekly_journal,burnout_risk
23,Male,BTech,1,7.2,6.6,8,4,6,5.4,7,5,1-2 times/week,Sometimes,Yes,Yes,4,Never,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
22,Female,BCA,8,6.8,7.5,6,5,3,5.4,4,4,1-2 times/week,Sometimes,Sometimes,Sometimes,6,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
23,Male,BSc,4,3.5,6.6,8,6,3,3.1,4,7,1-2 times/week,Never,Yes,Sometimes,8,Often,No,Feeling slightly drained but a weekend break should help.,Medium
20,Female,BCom,1,5.8,7.0,5,8,6,3.1,4,7,3-5 times/week,Never,Yes,Yes,7,Often,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
21,Male,BCA,2,7.3,6.2,6,8,6,9.2,5,7,1-2 times/week,Sometimes,Yes,Yes,6,Rarely,No,There's some pressure with assignments but I still have social time.,Medium
24,Female,BCom,4,7.1,6.7,7,4,7,8.9,7,6,1-2 times/week,Sometimes,Sometimes,No,7,Often,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
19,Prefer not to say,BCA,7,3.8,7.1,4,4,8,8.6,5,6,Never,Sometimes,Yes,No,5,Sometimes,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Male,BTech,1,6.7,6.4,5,8,5,7.7,5,6,3-5 times/week,Rarely,Yes,Sometimes,8,Always,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
21,Female,BCom,2,7.2,5.1,7,4,8,4.0,4,5,Daily,Sometimes,No,Yes,8,Never,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BCom,1,4.8,7.3,8,8,3,7.2,4,4,1-2 times/week,Never,Sometimes,No,3,Often,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
24,Prefer not to say,BCom,7,3.5,6.2,8,8,8,9.6,4,7,Never,Sometimes,Yes,Yes,7,Rarely,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
22,Female,BCA,8,4.7,6.9,8,8,3,4.6,4,5,1-2 times/week,Sometimes,Sometimes,Sometimes,6,Often,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
21,Male,BTech,3,7.8,5.2,8,7,4,6.4,4,5,Daily,Sometimes,Sometimes,Sometimes,6,Sometimes,No,Mild headache from screen time. Trying to take breaks.,Medium
18,Female,BTech,3,4.6,6.2,8,7,3,9.0,7,4,Daily,Sometimes,Yes,Sometimes,6,Rarely,No,Mild headache from screen time. Trying to take breaks.,Medium
23,Prefer not to say,BTech,3,6.8,6.9,6,7,3,9.5,6,5,1-2 times/week,Never,Yes,Yes,7,Always,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
21,Male,BTech,5,7.5,6.6,4,8,3,9.8,5,4,Daily,Often,Yes,Sometimes,6,Sometimes,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
20,Male,BTech,8,5.3,5.3,8,6,6,7.5,4,7,Daily,Sometimes,Sometimes,Sometimes,6,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
21,Male,BTech,8,6.5,6.1,7,8,6,6.5,6,6,Daily,Often,Sometimes,Sometimes,8,Rarely,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
23,Female,BTech,8,5.8,6.6,4,5,6,8.3,4,7,Never,Rarely,Sometimes,No,8,Always,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Female,BSc,7,4.7,6.8,7,4,5,5.2,4,5,1-2 times/week,Never,Sometimes,Sometimes,8,Rarely,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
18,Prefer not to say,BCom,2,4.2,7.2,6,8,8,6.5,5,7,3-5 times/week,Sometimes,No,Yes,3,Sometimes,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Female,BTech,5,5.3,7.3,7,8,7,3.5,7,7,Daily,Often,No,Sometimes,7,Sometimes,Yes,There's some pressure with assignments but I still have social time.,Medium
19,Male,BTech,1,3.7,6.1,8,5,6,5.9,5,6,Never,Sometimes,Sometimes,Sometimes,8,Sometimes,Yes,Mild headache from screen time. Trying to take breaks.,Medium
21,Prefer not to say,BCA,3,6.1,6.8,6,5,6,4.8,5,7,1-2 times/week,Rarely,Yes,Yes,3,Rarely,Sometimes,There's some pressure with assignments but I still have social time.,Medium
19,Male,BCom,3,6.7,7.5,6,6,5,8.0,6,6,Never,Often,Sometimes,No,5,Often,No,Sleep is slightly disturbed because of upcoming internals.,Medium
23,Female,BCom,6,6.9,6.6,8,7,3,7.9,6,6,1-2 times/week,Rarely,No,No,7,Sometimes,No,There's some pressure with assignments but I still have social time.,Medium
20,Male,BTech,5,5.9,6.6,6,7,7,3.6,4,5,1-2 times/week,Never,Sometimes,Yes,6,Sometimes,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
23,Male,BSc,5,4.3,5.1,5,5,6,7.7,6,7,Daily,Rarely,Yes,Yes,7,Often,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
20,Female,BTech,1,3.3,5.9,7,6,4,8.5,5,4,1-2 times/week,Never,Sometimes,Yes,7,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
18,Female,BTech,5,3.8,7.4,6,6,7,7.0,5,5,3-5 times/week,Sometimes,Sometimes,Yes,8,Often,No,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Male,BCom,6,3.0,5.1,8,5,6,9.8,4,4,Daily,Never,Sometimes,Sometimes,4,Sometimes,Yes,Mild headache from screen time. Trying to take breaks.,Medium
22,Male,BCA,4,4.2,6.0,4,7,7,5.0,7,5,1-2 times/week,Rarely,Yes,Yes,3,Rarely,Sometimes,There's some pressure with assignments but I still have social time.,Medium
21,Prefer not to say,BTech,6,5.3,7.1,4,5,8,9.5,5,6,1-2 times/week,Sometimes,Sometimes,Yes,3,Sometimes,Yes,Feeling slightly drained but a weekend break should help.,Medium
23,Female,BCom,7,6.9,6.0,5,4,6,5.6,5,7,3-5 times/week,Sometimes,No,Sometimes,6,Always,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
22,Female,BSc,1,7.3,6.6,4,6,7,3.1,7,5,Never,Rarely,Sometimes,Yes,3,Often,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
21,Male,BCA,8,3.9,5.7,6,6,3,9.8,6,5,1-2 times/week,Sometimes,Sometimes,Yes,6,Always,Yes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
20,Male,BCA,7,5.1,6.4,6,6,6,8.2,4,4,1-2 times/week,Rarely,Sometimes,No,6,Often,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Prefer not to say,BCA,7,5.2,5.4,8,5,8,7.4,5,5,Never,Rarely,Yes,Sometimes,8,Sometimes,No,Feeling slightly drained but a weekend break should help.,Medium
23,Prefer not to say,BSc,6,4.4,5.7,8,4,7,6.7,4,4,1-2 times/week,Often,No,Yes,3,Rarely,Yes,Feeling slightly drained but a weekend break should help.,Medium
20,Female,BTech,2,4.5,5.1,6,7,3,4.8,6,6,3-5 times/week,Rarely,Yes,No,4,Often,No,Mild headache from screen time. Trying to take breaks.,Medium
22,Male,BTech,8,3.7,6.5,5,5,7,6.2,6,6,3-5 times/week,Rarely,Yes,Sometimes,6,Often,No,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Male,BSc,5,5.2,6.6,4,8,3,6.8,7,4,3-5 times/week,Sometimes,Sometimes,No,5,Rarely,No,There's some pressure with assignments but I still have social time.,Medium
23,Male,BSc,6,6.7,6.9,5,7,7,7.2,7,4,1-2 times/week,Never,Sometimes,Sometimes,8,Often,Yes,Some deadlines coming up but I'm handling them okay.,Medium
20,Female,BSc,3,3.8,6.1,7,6,8,3.9,6,6,Never,Sometimes,Sometimes,Yes,4,Rarely,No,Sleep is slightly disturbed because of upcoming internals.,Medium
21,Male,BTech,1,5.7,6.0,5,5,8,6.2,5,7,Never,Rarely,Sometimes,Sometimes,6,Rarely,No,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Female,BCA,1,4.6,5.6,7,6,7,5.9,4,4,3-5 times/week,Sometimes,Sometimes,Sometimes,4,Never,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
19,Prefer not to say,BTech,8,4.0,6.6,8,6,5,9.5,4,6,3-5 times/week,Sometimes,Yes,No,4,Rarely,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
22,Prefer not to say,BSc,6,3.3,6.2,8,8,4,5.5,7,4,1-2 times/week,Sometimes,No,Yes,3,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
21,Female,BTech,4,7.2,7.5,8,6,4,5.5,5,6,Daily,Sometimes,Sometimes,Yes,4,Sometimes,No,Mild headache from screen time. Trying to take breaks.,Medium
20,Female,BSc,7,3.0,5.6,4,4,5,8.1,4,7,Never,Sometimes,Sometimes,Sometimes,6,Rarely,Sometimes,There's some pressure with assignments but I still have social time.,Medium
22,Prefer not to say,BTech,1,3.5,6.0,4,8,4,5.2,7,5,Never,Rarely,Yes,No,7,Often,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
18,Male,BCA,7,3.3,5.9,6,5,5,7.6,7,5,1-2 times/week,Rarely,No,No,4,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
23,Female,BCA,2,4.2,6.3,5,5,5,9.0,4,7,3-5 times/week,Sometimes,No,Sometimes,7,Sometimes,Yes,There's some pressure with assignments but I still have social time.,Medium
20,Female,BTech,5,3.8,6.9,5,8,5,3.1,7,6,Never,Sometimes,Yes,Sometimes,4,Sometimes,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
22,Female,BTech,5,3.2,5.5,8,8,3,7.9,4,4,3-5 times/week,Sometimes,Sometimes,Sometimes,4,Rarely,No,Feeling slightly drained but a weekend break should help.,Medium
18,Female,BSc,4,4.0,7.4,8,6,3,7.9,4,5,Never,Rarely,Yes,Sometimes,8,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
19,Female,BSc,2,5.0,5.9,8,4,8,5.5,5,7,Never,Often,No,Yes,6,Rarely,Sometimes,There's some pressure with assignments but I still have social time.,Medium
19,Male,BTech,7,5.9,7.2,8,8,6,7.7,7,5,1-2 times/week,Rarely,No,Sometimes,3,Never,No,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BTech,3,7.8,6.4,4,8,6,3.3,7,4,3-5 times/week,Sometimes,Sometimes,Yes,4,Often,No,There's some pressure with assignments but I still have social time.,Medium
19,Male,BCA,5,6.5,5.3,6,5,3,3.8,7,4,1-2 times/week,Often,Yes,Yes,8,Often,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
22,Prefer not to say,BCom,5,4.5,6.1,7,6,8,9.7,4,6,1-2 times/week,Sometimes,Sometimes,Yes,5,Often,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BTech,8,3.7,7.4,6,4,4,8.5,7,7,3-5 times/week,Sometimes,Sometimes,Sometimes,7,Rarely,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Female,BTech,3,3.4,5.3,7,5,6,4.9,7,5,1-2 times/week,Rarely,Yes,No,3,Rarely,No,Some deadlines coming up but I'm handling them okay.,Medium
21,Male,BTech,8,5.2,5.5,8,7,4,6.4,4,5,Never,Rarely,No,No,4,Often,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
18,Male,BCom,4,5.7,5.5,4,6,5,9.0,6,4,3-5 times/week,Sometimes,No,Sometimes,5,Often,No,Some deadlines coming up but I'm handling them okay.,Medium
22,Prefer not to say,BTech,6,5.0,7.4,6,4,6,8.2,7,5,Daily,Sometimes,Sometimes,Sometimes,8,Often,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
23,Male,BSc,7,3.2,7.2,8,8,5,7.3,4,6,1-2 times/week,Often,Sometimes,No,7,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
23,Male,BTech,3,7.3,6.7,5,4,5,6.6,4,5,Daily,Rarely,No,No,6,Rarely,No,Some deadlines coming up but I'm handling them okay.,Medium
21,Prefer not to say,BTech,1,5.4,6.2,5,7,3,6.3,4,5,3-5 times/week,Sometimes,Yes,Yes,4,Often,No,Feeling slightly drained but a weekend break should help.,Medium
21,Prefer not to say,BSc,4,4.3,5.3,4,5,3,5.2,4,4,3-5 times/week,Rarely,No,Sometimes,3,Often,Yes,Feeling slightly drained but a weekend break should help.,Medium
19,Male,BCA,2,6.6,6.9,4,7,8,8.0,6,4,3-5 times/week,Rarely,Yes,Sometimes,4,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
20,Male,BCA,1,6.7,5.5,7,6,7,6.1,7,4,1-2 times/week,Sometimes,Sometimes,No,5,Sometimes,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Female,BTech,3,5.7,7.4,8,6,6,4.9,7,7,3-5 times/week,Sometimes,Sometimes,Yes,5,Sometimes,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
20,Prefer not to say,BCom,4,7.4,7.3,8,8,6,9.7,7,6,3-5 times/week,Never,No,Sometimes,3,Sometimes,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Female,BTech,6,7.7,6.0,8,5,4,9.3,7,7,Daily,Sometimes,No,Yes,8,Never,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
21,Prefer not to say,BTech,4,5.2,5.6,8,6,7,3.3,7,4,Never,Sometimes,No,Yes,4,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
18,Male,BCA,7,6.1,5.5,7,5,8,9.6,7,4,3-5 times/week,Often,Sometimes,Yes,5,Rarely,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
23,Male,BCA,7,6.2,6.5,7,7,7,7.4,7,5,1-2 times/week,Sometimes,No,Sometimes,4,Rarely,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
23,Female,BCom,3,4.3,5.3,7,8,6,8.0,5,6,Never,Often,Yes,Sometimes,7,Sometimes,No,There's some pressure with assignments but I still have social time.,Medium
19,Female,BSc,2,6.5,7.4,8,5,5,7.3,6,4,3-5 times/week,Rarely,Sometimes,Sometimes,5,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
19,Female,BCA,4,3.9,6.9,6,8,7,5.4,5,5,1-2 times/week,Often,No,Sometimes,8,Sometimes,Sometimes,There's some pressure with assignments but I still have social time.,Medium
19,Female,BCA,6,6.6,7.2,6,8,8,7.5,7,5,1-2 times/week,Sometimes,No,Sometimes,5,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
19,Female,BSc,3,6.5,7.2,8,5,4,9.6,5,5,1-2 times/week,Sometimes,Sometimes,Sometimes,7,Often,Yes,There's some pressure with assignments but I still have social time.,Medium
20,Female,BTech,8,3.2,6.8,6,7,3,9.7,7,7,3-5 times/week,Never,Yes,Sometimes,4,Rarely,No,There's some pressure with assignments but I still have social time.,Medium
21,Female,BTech,8,6.0,6.4,8,8,3,9.6,5,6,1-2 times/week,Rarely,No,Yes,5,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
21,Female,BTech,3,5.0,6.0,7,7,5,5.5,4,6,Daily,Rarely,Yes,No,3,Rarely,No,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BTech,3,7.6,6.9,5,5,4,3.1,6,5,3-5 times/week,Often,Yes,Sometimes,3,Sometimes,No,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Male,BCom,6,7.4,6.8,5,7,4,6.0,4,5,3-5 times/week,Sometimes,Yes,Sometimes,6,Sometimes,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Male,BSc,5,6.1,7.0,7,5,5,4.9,4,4,Daily,Often,Sometimes,No,5,Often,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
20,Male,BTech,8,7.1,6.7,8,6,3,5.6,5,7,1-2 times/week,Sometimes,Yes,No,6,Often,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Female,BSc,6,4.0,6.6,8,5,3,8.7,5,7,1-2 times/week,Often,No,No,5,Rarely,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
22,Female,BCA,7,7.3,5.4,4,8,6,9.9,7,7,1-2 times/week,Rarely,No,No,6,Sometimes,Sometimes,There's some pressure with assignments but I still have social time.,Medium
21,Male,BCom,5,6.4,5.5,6,5,6,4.5,4,4,1-2 times/week,Sometimes,Yes,Sometimes,6,Sometimes,No,Sleep is slightly disturbed because of upcoming internals.,Medium
20,Female,BTech,4,4.2,6.4,7,8,4,9.6,6,4,1-2 times/week,Sometimes,Sometimes,Sometimes,7,Sometimes,Yes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
19,Female,BCom,7,4.7,6.4,5,4,4,5.4,6,6,Never,Sometimes,No,Sometimes,6,Rarely,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
21,Female,BSc,2,6.8,5.3,4,4,6,3.7,5,7,3-5 times/week,Sometimes,Yes,Sometimes,6,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
22,Female,BTech,7,5.3,5.8,4,8,5,3.9,5,4,1-2 times/week,Sometimes,No,Sometimes,3,Sometimes,No,Feeling slightly drained but a weekend break should help.,Medium
22,Prefer not to say,BCA,5,4.7,6.5,8,5,3,3.6,6,7,3-5 times/week,Rarely,Sometimes,No,6,Sometimes,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
22,Male,BCA,2,6.3,6.0,8,7,5,7.8,4,4,Daily,Rarely,Yes,No,6,Sometimes,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Male,BTech,3,4.9,7.0,8,6,8,3.9,5,4,3-5 times/week,Often,No,No,5,Rarely,No,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Male,BSc,1,4.4,5.2,5,8,4,8.3,7,4,1-2 times/week,Sometimes,No,No,5,Often,Yes,Some deadlines coming up but I'm handling them okay.,Medium
22,Female,BTech,8,5.2,6.8,5,5,6,7.7,5,6,1-2 times/week,Sometimes,Sometimes,No,7,Often,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Prefer not to say,BCA,4,5.7,7.2,5,4,8,8.5,5,5,1-2 times/week,Often,Sometimes,Yes,3,Often,No,Some deadlines coming up but I'm handling them okay.,Medium
21,Male,BTech,8,4.1,5.4,5,4,8,4.9,4,6,1-2 times/week,Never,Sometimes,Sometimes,6,Often,Yes,There's some pressure with assignments but I still have social time.,Medium
18,Prefer not to say,BCom,5,5.3,7.3,6,6,8,6.9,6,4,Daily,Sometimes,Sometimes,Sometimes,7,Always,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
20,Male,BSc,1,4.3,6.6,5,5,7,4.8,7,7,Never,Often,Sometimes,Sometimes,4,Always,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BTech,7,4.0,5.8,8,5,7,8.6,4,5,3-5 times/week,Often,No,Sometimes,6,Sometimes,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Male,BTech,8,6.6,5.1,7,8,3,7.1,4,4,3-5 times/week,Rarely,Yes,No,6,Often,Yes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
21,Male,BCA,1,6.5,7.2,7,4,5,3.1,6,5,Never,Rarely,No,Sometimes,7,Never,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
21,Prefer not to say,BSc,5,7.4,7.2,7,7,3,8.7,4,7,Daily,Rarely,Sometimes,No,5,Sometimes,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Male,BCA,8,7.5,6.4,8,6,5,3.4,7,6,Never,Often,No,Yes,6,Rarely,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
21,Male,BCom,4,7.5,5.5,8,8,4,4.7,5,6,3-5 times/week,Rarely,No,Sometimes,4,Always,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BSc,1,3.5,6.5,4,4,5,9.3,6,5,1-2 times/week,Often,Yes,No,7,Often,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
23,Female,BSc,1,6.5,6.2,4,6,6,8.5,4,5,3-5 times/week,Sometimes,Sometimes,Sometimes,4,Sometimes,No,Feeling slightly drained but a weekend break should help.,Medium
21,Female,BCA,1,3.6,6.7,7,8,6,3.0,6,4,Never,Rarely,Yes,Sometimes,4,Sometimes,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
22,Female,BCA,3,3.3,7.4,8,8,6,5.8,6,6,Daily,Sometimes,Yes,Yes,8,Always,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
24,Prefer not to say,BCom,3,3.2,6.4,5,8,8,4.6,4,5,Daily,Rarely,No,Yes,4,Often,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Male,BSc,7,7.5,7.3,7,6,3,4.8,5,7,1-2 times/week,Rarely,Yes,Sometimes,7,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
22,Male,BSc,6,6.4,7.4,5,7,5,4.1,6,6,1-2 times/week,Often,No,Sometimes,6,Rarely,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
18,Male,BSc,4,5.0,5.1,7,8,7,4.9,4,6,Never,Sometimes,Yes,Sometimes,6,Always,No,Feeling slightly drained but a weekend break should help.,Medium
21,Male,BTech,7,7.8,5.1,5,4,6,7.6,6,6,Never,Sometimes,Sometimes,No,4,Often,Sometimes,There's some pressure with assignments but I still have social time.,Medium
19,Prefer not to say,BSc,3,4.0,5.7,8,5,4,3.5,7,6,1-2 times/week,Often,No,Sometimes,5,Often,Yes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
24,Female,BTech,8,6.8,6.4,6,6,6,8.5,5,7,Never,Rarely,Sometimes,Sometimes,5,Sometimes,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Female,BTech,2,5.6,7.2,7,4,8,6.6,6,7,1-2 times/week,Rarely,Sometimes,No,7,Rarely,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
20,Male,BSc,8,7.3,5.8,5,8,8,4.0,6,4,1-2 times/week,Often,Yes,Sometimes,3,Often,Yes,Feeling slightly drained but a weekend break should help.,Medium
18,Male,BSc,1,5.8,6.5,8,4,8,4.7,4,5,3-5 times/week,Sometimes,Yes,Yes,4,Always,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
18,Male,BTech,2,4.5,7.1,7,4,5,6.0,4,7,Never,Sometimes,Yes,No,3,Rarely,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
22,Prefer not to say,BTech,1,7.9,5.8,6,7,8,7.1,6,4,Never,Sometimes,Sometimes,Sometimes,4,Rarely,Yes,Mild headache from screen time. Trying to take breaks.,Medium
18,Female,BSc,3,3.5,6.5,7,5,4,4.2,4,6,3-5 times/week,Never,Yes,Yes,8,Sometimes,Sometimes,Feeling slightly drained but a weekend break should help.,Medium
18,Male,BTech,2,7.2,6.5,5,4,5,4.7,5,4,3-5 times/week,Sometimes,Yes,Sometimes,8,Sometimes,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
21,Male,BCom,5,5.1,6.0,4,7,7,9.2,6,4,1-2 times/week,Never,Sometimes,Sometimes,3,Often,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
23,Male,BCom,8,7.0,5.4,8,5,5,5.2,4,4,Never,Sometimes,Yes,Yes,7,Always,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
21,Female,BTech,3,4.9,8.4,1,2,2,3.0,2,1,3-5 times/week,Sometimes,Sometimes,No,6,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
21,Female,BTech,1,1.7,7.5,1,1,3,8.8,2,2,Daily,Sometimes,No,Sometimes,9,Never,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
18,Prefer not to say,BCA,7,1.8,9.4,1,3,1,4.3,1,1,Never,Often,No,No,9,Rarely,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Male,BSc,1,1.7,8.9,1,4,2,8.5,2,1,Daily,Often,No,No,6,Sometimes,No,"Had a good week overall, classes were interesting and I slept well.",Low
22,Female,BTech,4,2.7,7.4,4,4,2,7.7,2,2,3-5 times/week,Often,No,No,7,Never,No,Studies are going well and I still get time to relax with friends.,Low
19,Prefer not to say,BTech,6,2.4,8.4,3,4,2,8.3,4,1,3-5 times/week,Often,Yes,No,10,Rarely,Yes,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
23,Female,BCom,8,4.9,6.9,4,3,4,3.4,4,2,3-5 times/week,Often,No,Yes,6,Always,No,Studies are going well and I still get time to relax with friends.,Low
22,Male,BCA,7,4.9,7.5,3,3,1,7.0,3,2,Daily,Rarely,No,Sometimes,6,Often,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
20,Female,BCom,2,4.2,8.8,1,4,4,7.7,3,1,1-2 times/week,Sometimes,Sometimes,No,7,Sometimes,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
22,Male,BCom,6,4.5,8.6,1,4,3,4.9,2,1,3-5 times/week,Sometimes,No,Sometimes,6,Sometimes,No,Not much stress this week. Managed to complete assignments early.,Low
18,Female,BCom,2,4.5,9.0,1,4,3,7.4,1,3,1-2 times/week,Sometimes,No,No,8,Never,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
18,Male,BCom,3,1.0,9.1,1,1,2,5.2,1,1,3-5 times/week,Rarely,No,No,6,Rarely,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Prefer not to say,BSc,5,4.5,8.2,3,4,4,5.2,4,4,Daily,Sometimes,Sometimes,Sometimes,9,Often,Sometimes,Feel refreshed after a good weekend. Ready to tackle the week.,Low
19,Prefer not to say,BSc,2,4.2,7.9,4,1,2,4.8,4,4,1-2 times/week,Sometimes,No,Sometimes,8,Sometimes,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Male,BTech,3,2.3,8.8,3,1,2,7.1,1,3,1-2 times/week,Often,No,Sometimes,7,Rarely,No,"Feeling okay this week, workload is manageable and sleep has been decent.",Low
22,Female,BCA,5,4.2,8.9,4,2,2,3.6,4,3,Daily,Sometimes,No,No,9,Sometimes,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
23,Female,BSc,6,3.7,9.4,1,2,3,5.4,3,2,1-2 times/week,Sometimes,No,No,10,Never,No,Life is balanced right now. Getting enough rest and enjoying college.,Low
19,Female,BCom,5,3.4,6.5,2,1,3,4.4,1,4,Daily,Sometimes,No,No,9,Rarely,No,Not much stress this week. Managed to complete assignments early.,Low
18,Male,BTech,5,3.5,8.4,2,2,2,3.6,1,1,3-5 times/week,Often,No,No,6,Rarely,Sometimes,Not much stress this week. Managed to complete assignments early.,Low
19,Female,BSc,3,4.1,7.2,1,1,3,7.7,2,4,Daily,Sometimes,No,Sometimes,6,Rarely,No,Not much stress this week. Managed to complete assignments early.,Low
19,Female,BTech,5,3.2,7.7,1,3,1,3.5,3,4,Daily,Often,Sometimes,No,8,Often,No,"Had a good week overall, classes were interesting and I slept well.",Low
18,Male,BTech,8,2.9,8.8,4,4,1,4.7,4,3,3-5 times/week,Sometimes,No,No,6,Rarely,No,Feel refreshed after a good weekend. Ready to tackle the week.,Low
18,Male,BTech,6,2.1,9.2,1,4,2,8.0,1,3,Daily,Often,No,No,8,Rarely,Sometimes,Life is balanced right now. Getting enough rest and enjoying college.,Low
